ID,Age,Education,MaritalStatus,Income,KidsHousehold,TeensHousehold,NWebPurchases,NStorePurchases,AcceptedCampaign,Complaint,SpendProducts
487,38,Master,Married,57937,0,1,4,9,0,0,241
1116,41,Bachelor,Divorced,68274,1,1,4,5,0,0,99
169,43,Bachelor,Married,39771,1,0,2,3,0,0,22
2956,45,Master,Divorced,67893,0,1,3,9,0,0,219
1678,41,PhD,Married,27922,1,0,2,3,0,0,15
1719,44,PhD,Married,52190,1,1,2,3,1,0,17
1741,47,Master,Divorced,44051,1,1,3,4,0,0,71
2155,49,PhD,Single,42767,1,0,3,2,0,0,68
2715,44,Master,Married,46106,1,1,1,2,0,0,10
3031,44,PhD,Married,16927,1,1,3,4,0,0,28
1024,55,Bachelor,Married,59754,0,1,5,6,0,0,75
2608,68,Bachelor,Single,53700,0,1,5,8,0,0,307
646,47,Bachelor,Married,59041,1,1,2,4,0,0,19
1173,63,PhD,Divorced,54237,0,1,5,5,0,0,37
162,53,Bachelor,Divorced,70647,0,1,4,13,0,0,281
443,58,PhD,Single,52597,0,1,6,8,0,0,44
1618,51,Master,Married,41021,1,0,2,3,0,0,22
1019,45,PhD,Married,40233,0,1,2,5,0,0,50
729,40,Bachelor,Married,50183,1,1,3,6,0,0,109
101,61,Bachelor,Married,54753,0,1,5,11,0,0,341
2269,47,Bachelor,Married,92955,0,0,6,9,1,0,977
1642,47,Bachelor,Married,33471,1,0,3,4,0,0,29
1812,46,PhD,Married,34596,1,0,1,2,0,0,2
1481,40,Bachelor,Married,44010,1,0,10,6,0,0,356
3038,32,Bachelor,Married,84219,0,0,3,10,0,0,582
694,52,PhD,Married,40706,1,1,3,4,0,0,15
450,32,Master,Married,15716,1,0,3,4,0,1,43
2959,61,Master,Divorced,59052,0,1,7,7,0,0,173
1908,49,Master,Married,80573,0,0,4,13,0,0,628
2583,58,Bachelor,Married,83715,0,0,2,13,0,0,565
594,61,Master,Married,82576,0,0,2,12,1,0,668
851,55,Master,Married,56962,1,1,6,5,0,0,90
3025,68,Bachelor,Married,35704,1,1,2,4,0,0,23
2147,66,Bachelor,Married,53103,0,1,10,7,1,0,161
435,60,Master,Widow,46779,1,1,0,2,0,0,4
1573,55,Bachelor,Divorced,4861,0,0,0,0,0,0,3
1517,41,Master,Divorced,33462,1,0,2,3,0,0,21
2069,42,Bachelor,Divorced,63693,0,1,11,9,0,0,422
1421,70,Bachelor,Married,80763,0,0,5,6,1,0,468
311,46,PhD,Married,65352,0,1,4,8,0,0,91
1683,42,PhD,Married,82170,0,0,5,7,0,0,793
800,51,Bachelor,Married,75759,0,0,9,9,1,0,819
557,44,Master,Single,79689,0,0,4,13,0,0,846
9,64,PhD,Widow,35340,1,1,2,3,0,0,12
719,66,Bachelor,Divorced,85683,0,0,2,10,1,0,373
482,48,Master,Married,24884,1,0,0,3,0,0,13
1526,39,Master,Married,42021,1,0,10,6,1,0,148
3018,31,Bachelor,Single,64449,1,0,5,12,0,0,482
1648,66,Bachelor,Divorced,64587,1,1,1,4,0,0,16
2059,25,Bachelor,Single,34824,0,0,1,2,0,0,15
2134,42,Bachelor,Married,75437,0,0,8,10,1,0,640
1462,63,Bachelor,Married,26091,1,1,2,3,0,0,37
1106,47,Bachelor,Married,52845,1,0,8,6,1,0,447
2154,64,Bachelor,Divorced,46086,0,1,3,8,0,0,47
2659,64,PhD,Widow,78028,0,1,6,9,1,0,332
1234,33,PhD,Single,95169,0,0,4,4,1,0,576
2727,39,Master,Married,56337,1,1,8,4,1,0,188
438,33,Bachelor,Married,22434,1,0,2,3,0,0,26
2941,66,PhD,Married,36930,0,1,5,4,0,0,33
833,66,Bachelor,Single,36130,0,1,3,4,1,0,238
351,67,Master,Married,65569,0,1,6,10,0,0,354
1592,68,Bachelor,Married,83844,0,0,4,11,1,0,451
1076,52,Bachelor,Married,19514,1,1,3,2,1,0,26
2553,57,PhD,Single,36736,1,1,1,2,0,0,3
1758,41,Bachelor,Married,77568,0,1,10,8,1,0,628
195,44,PhD,Married,49187,0,1,1,5,0,0,34
2387,42,Bachelor,Single,30168,1,0,6,4,0,0,86
1496,52,Master,Married,34053,0,1,3,3,0,0,28
1753,49,Master,Married,38196,1,1,2,4,0,0,11
2109,69,Master,Married,59412,0,0,4,8,0,0,262
505,55,Master,Married,70924,0,0,6,7,1,0,500
1497,51,Bachelor,Married,54165,0,0,2,7,0,0,92
1998,47,Bachelor,Married,32300,1,0,1,3,0,0,15
2053,44,Bachelor,Single,20180,0,0,2,4,0,0,81
1951,47,Bachelor,Married,34961,1,0,3,3,0,0,32
1678,46,PhD,Married,28440,1,0,2,3,0,0,25
2948,67,PhD,Married,64504,1,1,11,4,0,0,220
1525,54,Master,Married,33564,0,1,1,3,0,0,3
1988,42,Bachelor,Married,17345,1,0,2,2,0,0,42
1844,53,PhD,Married,56320,0,1,5,9,0,0,341
2150,42,Bachelor,Single,28647,1,0,2,2,1,0,37
1174,33,Diploma,Single,15038,1,0,2,2,0,0,38
2798,62,PhD,Divorced,32173,0,1,1,3,0,0,2
84,56,Master,Married,68316,0,1,10,10,0,0,361
2247,49,Bachelor,Married,74538,0,0,8,5,1,0,941
1718,49,Bachelor,Single,91700,0,0,8,5,0,0,1258
2349,51,Bachelor,Married,68695,0,0,4,7,0,0,543
1707,43,Master,Married,31056,1,0,1,3,0,0,26
581,47,Bachelor,Married,79593,0,0,5,7,1,0,738
1429,40,Bachelor,Single,28071,0,0,5,5,0,0,204
2168,62,PhD,Married,37334,1,1,3,4,0,0,19
2084,48,Master,Single,46423,1,1,2,4,0,0,16
217,49,PhD,Married,37126,1,0,1,2,1,0,16
297,67,Bachelor,Married,47703,0,1,6,8,0,0,147
1325,61,Bachelor,Married,61180,0,1,5,6,1,0,59
664,66,Bachelor,Married,38998,1,1,2,3,0,1,15
400,29,Bachelor,Single,8028,0,0,0,0,0,0,91
2907,58,Bachelor,Married,76081,0,0,4,4,1,0,508
932,34,Bachelor,Married,34728,1,0,1,2,0,0,16
2366,55,Master,Single,33168,0,1,2,4,0,0,38
2007,54,Master,Married,33585,0,1,2,4,0,0,57
2486,60,PhD,Married,77037,0,1,7,12,0,0,597
1792,36,Bachelor,Married,35196,1,0,6,5,0,0,196
2977,54,Bachelor,Married,44529,0,1,6,11,1,0,121
251,55,Master,Married,70924,0,0,6,7,1,0,500
1138,54,PhD,Married,28764,1,1,1,2,1,0,3
165,71,PhD,Married,69098,0,0,7,9,0,0,947
486,50,Master,Divorced,25959,1,1,1,2,0,0,21
2306,37,Master,Married,27100,1,0,1,3,0,0,15
975,35,Bachelor,Single,70596,0,0,3,12,0,0,595
1904,46,Bachelor,Married,42557,0,1,6,4,0,0,58
1624,69,PhD,Married,53312,0,0,5,5,0,0,12
539,68,Bachelor,Single,72228,0,0,6,8,0,0,549
716,33,Bachelor,Married,67605,0,0,2,6,0,0,494
382,71,Master,Married,62845,1,1,3,10,1,0,45
1187,62,Bachelor,Married,65196,0,1,7,11,1,0,212
1114,33,PhD,Single,42000,0,0,5,11,0,0,435
1363,47,PhD,Divorced,35860,1,1,1,2,1,0,12
2188,56,PhD,Married,65526,0,1,4,8,0,0,100
2028,59,Bachelor,Married,16860,1,1,1,3,0,0,11
3034,28,Bachelor,Single,83528,0,0,4,8,1,0,929
1175,55,Master,Divorced,64176,0,1,8,8,0,0,346
2026,64,Bachelor,Divorced,22304,0,0,1,2,0,0,9
2882,42,Bachelor,Married,67023,0,0,3,13,0,1,437
2801,49,PhD,Married,32892,1,0,3,3,0,0,17
1328,54,Bachelor,Married,70713,0,1,5,8,0,0,475
2429,65,Bachelor,Married,59925,0,1,9,9,0,0,216
726,67,Bachelor,Married,39722,0,1,2,3,0,0,7
103,62,Bachelor,Married,46610,0,0,6,6,0,0,44
1687,59,Bachelor,Married,88347,0,0,4,9,1,0,810
2852,39,PhD,Married,87171,0,0,6,11,1,0,209
1914,44,Master,Married,26907,1,1,1,3,0,0,8
1978,52,Master,Single,50014,1,0,4,8,0,0,110
2030,42,PhD,Married,41014,1,0,1,2,0,0,10
879,55,Bachelor,Single,66294,0,0,4,5,0,0,507
90,49,Bachelor,Married,36715,1,0,7,4,0,0,156
2945,64,Bachelor,Married,79456,0,0,5,4,0,0,654
1477,38,Bachelor,Married,40479,1,0,0,3,0,0,10
606,50,Master,Single,75345,0,0,5,6,1,0,998
2281,43,Bachelor,Married,54233,0,1,11,5,0,0,187
2568,50,Bachelor,Single,24163,1,1,1,3,0,0,10
1587,62,PhD,Married,84460,0,0,9,4,1,0,236
2288,37,Bachelor,Married,43776,1,0,1,2,0,0,11
1149,62,PhD,Single,71691,0,0,4,5,0,0,781
2044,47,PhD,Married,85844,0,0,6,7,1,0,887
1745,46,PhD,Single,39190,1,0,2,4,0,0,45
477,61,Bachelor,Married,71367,0,0,4,7,0,0,454
1893,48,PhD,Single,38578,1,1,3,3,0,0,29
2283,55,PhD,Married,57236,1,1,2,4,0,0,11
2872,41,Bachelor,Single,61825,0,1,4,8,0,0,205
717,62,Bachelor,Divorced,79803,0,1,4,5,0,0,245
1754,34,Master,Single,80910,0,0,3,8,0,0,516
212,38,Master,Married,27590,1,0,1,2,0,0,5
3055,41,Bachelor,Married,56775,0,1,5,10,0,0,253
28,45,Bachelor,Divorced,83829,0,0,4,6,1,0,777
531,41,Master,Married,54210,0,1,4,7,0,0,243
1676,34,Bachelor,Married,38508,1,0,7,5,0,0,250
772,50,Bachelor,Married,53187,1,0,4,6,0,0,39
1381,48,Bachelor,Married,30023,1,0,2,3,0,0,23
921,60,PhD,Single,76045,0,0,4,11,1,0,470
1124,68,PhD,Married,50870,0,1,2,3,0,0,8
467,50,Master,Married,15315,0,0,2,4,0,0,32
305,46,Master,Married,65463,1,0,6,9,1,0,123
2284,55,Bachelor,Married,66480,1,1,4,7,0,0,86
1690,66,Bachelor,Divorced,76773,0,0,2,11,0,0,591
2099,37,Master,Single,81698,0,0,8,5,1,0,190
482,47,PhD,Single,54466,1,1,1,2,0,0,4
2676,60,Master,Single,98777,0,0,4,9,1,0,855
1124,36,PhD,Single,16269,1,0,3,3,0,0,24
609,49,Bachelor,Married,71819,0,1,3,5,1,0,168
1161,37,PhD,Married,33569,1,0,1,2,1,0,23
1638,37,Master,Married,36262,0,0,3,3,1,0,157
1376,54,Diploma,Married,22634,0,0,2,2,0,0,42
1220,42,Master,Married,47025,0,1,11,6,0,0,93
2940,52,Bachelor,Single,70566,0,1,6,9,0,0,327
736,41,PhD,Married,31605,1,0,2,4,0,0,44
2758,47,Master,Divorced,52034,1,1,4,5,0,0,100
2058,41,Bachelor,Single,48526,1,0,2,4,0,0,83
1798,66,Bachelor,Married,46734,0,1,6,5,0,0,168
11,58,Bachelor,Divorced,39552,1,1,6,5,0,0,154
329,54,Bachelor,Single,86358,1,1,5,6,0,0,623
2065,43,Bachelor,Married,46931,1,1,1,3,0,0,20
1567,35,Diploma,Single,16581,0,0,0,3,0,0,9
353,68,Master,Divorced,63998,0,0,7,11,0,0,847
2044,69,Master,Married,67381,0,1,2,9,1,0,72
2102,53,Bachelor,Single,25930,1,1,1,2,0,0,5
2634,42,Bachelor,Married,42693,1,0,1,3,0,0,30
2742,44,Bachelor,Married,85606,0,1,6,9,1,0,1125
2078,35,Bachelor,Single,72903,0,0,7,8,1,0,888
3042,46,Master,Married,49669,1,0,5,6,0,0,123
2435,52,PhD,Married,36778,1,1,3,3,0,0,40
369,58,PhD,Divorced,85696,0,0,4,9,0,0,587
2992,31,Master,Divorced,10979,0,0,3,3,0,0,16
1621,59,Bachelor,Married,49678,0,1,6,4,0,0,64
1490,67,Master,Married,56129,0,1,6,10,0,0,220
2738,31,Bachelor,Married,37155,1,0,2,4,0,0,33
352,42,Master,Divorced,21282,1,0,2,2,0,0,17
170,58,PhD,Single,33419,0,1,2,4,0,0,12
915,75,Bachelor,Widow,63285,0,0,6,13,0,0,423
944,46,Master,Married,21255,1,0,2,4,0,0,27
1188,39,Bachelor,Married,42162,1,0,3,3,1,0,68
1906,64,Bachelor,Married,54450,1,1,9,8,0,0,179
3024,66,PhD,Married,57744,0,1,9,4,0,0,42
764,34,Bachelor,Single,26576,1,0,1,2,1,0,8
841,77,PhD,Widow,57513,0,0,9,13,0,0,275
1588,56,Bachelor,Married,68142,0,1,10,7,0,0,413
582,41,Bachelor,Married,7500,0,1,1,2,0,0,8
2260,46,Bachelor,Married,83145,0,0,5,11,1,0,805
2959,60,Master,Married,54197,0,1,1,6,0,0,49
1909,57,PhD,Single,23091,1,1,2,3,0,0,11
1944,44,Bachelor,Married,46049,1,1,5,9,0,0,140
2961,46,Bachelor,Married,56715,0,0,7,4,0,0,581
1152,59,Bachelor,Married,79410,0,0,3,5,0,0,686
815,69,Bachelor,Married,57304,0,1,7,10,0,0,547
499,55,Bachelor,Married,44375,0,1,4,6,0,0,40
1274,64,Bachelor,Married,54450,1,1,9,8,0,0,179
1471,55,Bachelor,Married,59594,0,1,8,7,1,0,33
2,26,Bachelor,Married,80685,0,0,6,10,0,0,683
720,46,PhD,Married,40344,0,1,4,5,0,0,6
441,48,Bachelor,Married,62710,0,1,4,12,0,0,125
2635,52,Master,Married,48985,0,1,1,3,0,0,41
496,52,Bachelor,Married,35322,1,1,2,4,0,0,58
2511,72,Bachelor,Married,77142,0,0,4,8,0,0,266
1719,51,Bachelor,Single,81657,0,0,3,8,0,0,623
2435,24,Diploma,Married,14421,0,0,1,2,1,0,5
2891,46,Master,Married,20130,0,0,1,3,0,0,16
2648,30,PhD,Married,74214,0,0,8,5,0,0,716
724,63,Master,Married,66726,1,1,8,4,1,0,42
1083,41,Diploma,Married,23724,1,0,2,3,0,0,38
1836,60,Master,Married,47353,0,1,2,6,0,0,29
344,68,Master,Married,33444,1,1,1,2,0,0,8
591,39,Bachelor,Married,54386,0,1,3,10,0,0,147
701,39,Bachelor,Divorced,28510,1,1,2,4,0,0,24
1071,29,Master,Single,90638,0,0,3,10,1,0,1129
25,70,Bachelor,Married,48070,0,1,8,6,0,1,103
2746,63,Bachelor,Married,43140,0,1,4,5,0,0,90
2360,59,PhD,Divorced,54959,0,1,9,4,1,0,60
1886,62,Diploma,Single,15056,1,1,2,3,0,0,36
52,49,Bachelor,Single,26954,1,0,1,2,0,0,12
951,35,Bachelor,Single,22327,1,0,1,3,0,0,14
3002,55,Bachelor,Married,44393,1,1,1,4,0,0,24
2408,68,PhD,Single,62000,0,1,6,13,1,0,101
1405,58,PhD,Married,31497,0,1,3,4,0,0,42
750,46,Master,Married,45894,0,1,1,3,0,0,9
2683,50,Master,Divorced,78579,0,0,5,4,0,0,831
608,51,Master,Widow,67369,0,1,7,10,1,0,107
3056,60,Bachelor,Divorced,58401,0,1,1,2,0,0,28
965,68,Bachelor,Single,62307,0,1,4,4,0,0,57
2046,51,Master,Married,43641,1,1,2,4,0,0,57
96,52,Master,Divorced,63841,0,1,9,9,0,0,135
1026,55,Master,Married,46891,0,1,2,4,0,0,64
461,51,Master,Married,70091,1,0,5,10,1,0,186
3069,48,PhD,Married,78075,0,0,3,5,0,0,301
73,59,Master,Widow,59184,0,1,6,12,0,0,514
335,43,Bachelor,Married,54809,1,1,2,5,0,0,76
155,61,Bachelor,Married,58113,0,1,9,8,0,1,375
3009,62,Master,Married,51412,0,1,3,4,0,0,36
2951,41,Bachelor,Divorced,15287,1,0,1,2,1,0,14
300,63,Master,Married,66636,0,0,3,9,0,0,783
553,64,Master,Married,50965,0,1,10,5,1,0,106
2409,55,PhD,Married,84618,0,0,6,10,1,0,922
654,30,Bachelor,Married,18351,0,0,2,3,0,0,21
2416,63,PhD,Married,40451,0,1,1,2,1,0,4
404,55,Bachelor,Married,36317,0,1,3,4,0,0,31
1744,63,Bachelor,Married,42213,0,1,5,7,1,0,31
46,65,Bachelor,Married,65748,0,1,2,10,0,1,261
2636,48,Bachelor,Married,77044,0,1,7,11,1,0,330
3064,51,Bachelor,Married,74918,0,0,5,6,1,0,997
2856,48,Bachelor,Married,56721,1,1,4,5,0,0,51
1636,45,Bachelor,Single,42160,1,1,2,4,0,0,57
938,55,Bachelor,Single,61559,0,1,4,10,0,0,203
18,57,PhD,Married,33629,1,1,3,4,0,0,16
3031,29,PhD,Married,68682,0,0,4,10,0,0,604
600,57,Bachelor,Single,34377,0,1,2,2,0,0,25
2273,34,Diploma,Single,8940,1,0,3,3,0,0,52
2812,47,Bachelor,Married,26228,1,0,1,2,0,0,13
2415,63,Master,Divorced,77297,0,0,5,9,1,0,218
1039,39,Bachelor,Married,40211,1,1,2,2,1,0,10
2221,62,PhD,Widow,33438,1,1,2,4,0,0,20
2122,61,PhD,Married,75032,0,1,5,9,0,0,239
1123,65,PhD,Single,61284,0,0,11,8,1,0,141
161,34,Bachelor,Married,22518,1,0,2,2,1,0,21
2969,45,Master,Married,54730,0,1,4,8,0,0,24
1299,65,Master,Married,38452,1,1,3,3,0,0,14
1925,49,Bachelor,Divorced,44421,1,1,5,4,0,0,71
1913,34,PhD,Married,38197,1,0,1,3,0,0,13
1728,42,Bachelor,Divorced,41986,0,1,3,4,0,0,21
1017,37,Bachelor,Married,28427,1,0,2,3,0,0,25
863,44,PhD,Married,37395,1,0,1,3,0,0,9
828,49,Bachelor,Married,64722,1,0,8,11,0,0,340
958,64,Master,Married,55249,0,1,2,4,0,0,22
833,48,Bachelor,Married,84906,0,0,5,12,1,0,528
860,31,Bachelor,Married,28691,1,0,1,3,0,0,25
776,68,Bachelor,Single,44213,1,1,2,5,0,0,46
678,36,Diploma,Single,25707,1,0,1,3,0,0,11
1160,53,PhD,Married,59062,1,1,2,3,0,0,16
1948,58,Bachelor,Single,76624,0,1,5,7,1,0,307
1007,73,Master,Married,66000,0,0,1,5,0,0,422
712,42,PhD,Married,27683,1,0,6,4,0,0,142
2389,49,Bachelor,Divorced,1730,0,0,0,0,0,0,5
1543,28,Diploma,Single,7500,1,0,3,2,0,0,43
2813,52,Bachelor,Married,40521,1,1,0,2,0,0,5
1253,47,PhD,Married,20427,1,0,1,2,0,0,4
2535,45,Bachelor,Married,65106,0,1,8,13,1,0,164
252,55,PhD,Married,69969,0,0,4,6,1,0,581
2088,68,Bachelor,Married,67433,0,1,6,13,1,0,299
33,53,PhD,Married,77766,0,1,11,11,1,0,439
1042,48,Bachelor,Married,74716,0,1,7,5,0,0,461
1290,57,Bachelor,Divorced,68118,0,1,8,4,0,0,156
189,50,PhD,Married,55158,1,1,7,5,0,0,91
2098,65,Master,Married,62972,0,1,7,3,0,0,82
1612,45,Bachelor,Married,74190,0,1,4,11,0,0,335
1267,44,Bachelor,Married,39356,1,1,1,2,1,0,2
3010,51,Bachelor,Married,76653,0,0,4,11,1,0,1228
2256,47,PhD,Divorced,35860,1,1,1,2,1,0,12
2740,37,PhD,Divorced,90687,0,0,6,8,1,0,712
849,38,Master,Married,73450,0,0,7,11,1,0,556
841,60,Bachelor,Married,31454,1,1,2,3,0,0,11
2199,68,Bachelor,Single,47139,1,1,2,2,0,0,12
1326,45,Bachelor,Divorced,83829,0,0,4,6,1,0,777
3065,57,PhD,Married,53378,1,1,9,6,0,0,166
1807,50,Bachelor,Married,19656,1,0,2,3,0,0,19
1933,72,PhD,Married,45579,0,1,4,4,0,0,36
156,62,Master,Single,85485,0,0,6,6,0,0,681
454,76,Bachelor,Married,55956,0,0,7,4,1,0,192
1454,57,Master,Single,64191,0,1,5,13,0,0,352
628,48,Bachelor,Single,38808,1,0,5,4,1,0,72
840,54,Master,Married,57183,1,1,9,7,0,0,76
2176,52,Master,Divorced,23748,1,0,2,3,0,0,47
381,49,Bachelor,Married,66303,0,1,3,11,1,0,124
664,45,Master,Married,37368,1,0,1,2,1,0,15
734,56,Bachelor,Married,40800,1,1,3,3,0,1,35
2240,42,Bachelor,Divorced,71847,0,0,6,9,1,0,182
2299,45,Bachelor,Married,46149,0,1,5,7,0,0,81
709,37,Bachelor,Married,78687,0,0,4,8,1,0,1017
1339,49,Master,Divorced,49118,0,0,9,10,1,0,392
2458,63,PhD,Married,37633,1,1,1,3,0,0,24
3045,69,Master,Married,39767,0,0,7,7,0,0,299
621,69,Diploma,Married,26997,0,0,4,5,0,0,234
2700,50,Bachelor,Divorced,33986,1,0,1,3,0,0,22
2208,48,PhD,Married,57091,0,1,9,5,1,0,30
1416,51,Master,Married,46831,1,1,1,2,0,0,18
738,48,Master,Married,83151,0,0,5,10,1,0,1126
2159,49,Bachelor,Married,52531,0,0,7,10,0,0,314
18,64,Bachelor,Married,15759,0,0,1,2,0,0,13
1689,49,Bachelor,Single,22804,1,0,2,2,0,0,10
1272,47,Master,Married,43050,1,0,2,4,0,0,35
1529,43,PhD,Single,42997,1,1,1,2,0,0,5
2738,57,PhD,Single,48918,1,1,1,4,0,0,9
936,66,Master,Married,60033,0,1,2,5,0,0,77
2870,42,PhD,Married,34043,1,0,2,2,0,0,19
2479,54,Bachelor,Married,57811,0,1,7,11,1,0,158
1973,74,Bachelor,Married,78569,0,0,4,4,1,0,908
2768,42,Bachelor,Single,7500,1,1,2,3,0,0,22
1470,49,Master,Married,157733,1,0,1,1,0,0,12
1562,67,Bachelor,Married,94384,0,0,5,5,1,0,974
289,35,Master,Married,23148,0,0,2,3,0,0,20
2133,50,Bachelor,Divorced,44267,1,1,5,4,0,0,73
388,41,Bachelor,Married,71626,0,0,5,8,1,0,542
48,54,Bachelor,Married,60894,0,1,10,8,0,0,172
604,44,Bachelor,Married,50200,1,1,7,5,0,0,65
1048,55,PhD,Married,81051,0,0,5,12,1,0,316
3043,38,Bachelor,Married,65169,0,0,10,13,1,0,69
2616,48,Bachelor,Married,59868,0,1,11,12,0,0,259
1284,60,PhD,Married,65695,0,1,5,10,0,0,221
2946,64,Master,Single,64857,0,0,7,10,0,0,941
870,55,Master,Married,45143,0,1,6,5,0,0,90
3008,65,Master,Married,74805,0,1,4,10,0,0,412
1692,31,Master,Married,59060,1,0,3,7,0,0,187
665,58,PhD,Single,27238,1,1,3,3,0,0,17
2973,55,Bachelor,Married,47009,0,1,3,8,0,0,177
2794,47,Master,Married,46094,1,1,1,3,0,0,25
545,48,Bachelor,Married,40321,1,1,3,3,0,0,31
2285,36,Bachelor,Married,37235,1,0,1,2,0,0,15
2053,60,Master,Married,81843,0,0,5,12,0,0,657
1295,62,Master,Married,46692,0,1,6,5,0,0,127
1341,52,Bachelor,Married,77382,0,1,5,12,1,0,391
3055,43,Bachelor,Single,37774,1,0,7,3,1,1,122
3018,46,Diploma,Married,18393,1,0,3,3,0,0,39
1156,58,Master,Married,72828,0,1,6,13,0,0,254
1586,38,Bachelor,Married,24711,0,0,3,3,0,0,38
2387,45,PhD,Married,45503,1,0,3,4,0,0,54
3020,38,Master,Single,6560,0,0,1,1,0,0,41
2741,75,PhD,Married,71604,0,0,8,5,1,0,679
1648,41,Bachelor,Married,27244,1,0,2,2,0,0,25
1616,51,Bachelor,Married,48752,1,1,6,5,0,0,228
1026,58,Bachelor,Married,71434,0,1,7,7,1,0,425
485,72,Bachelor,Single,90842,0,0,4,13,0,0,370
85,42,Master,Married,88097,1,0,6,8,1,0,480
1577,45,Bachelor,Married,51948,0,1,5,4,0,0,158
603,38,Bachelor,Married,71853,0,0,2,6,0,0,662
482,37,Master,Married,35876,0,0,3,3,0,0,46
2814,68,Bachelor,Widow,40049,0,1,1,3,0,0,13
675,38,Bachelor,Single,39660,1,0,7,3,0,0,111
2339,58,Bachelor,Married,50127,0,1,5,6,1,0,25
1155,43,Master,Married,43263,0,1,5,6,0,0,67
1172,71,Master,Married,62845,1,1,3,10,1,0,45
250,30,Bachelor,Married,18929,0,0,1,4,0,0,31
429,38,Diploma,Single,24367,1,0,1,2,0,0,6
1424,45,Bachelor,Single,33249,1,0,2,3,0,0,50
2448,61,Master,Married,26887,0,1,1,3,0,0,14
165,37,PhD,Married,50150,0,0,5,7,0,0,203
1037,44,Bachelor,Married,62061,0,1,10,7,1,0,91
2409,58,PhD,Divorced,85696,0,0,4,9,0,0,587
2646,64,PhD,Married,76542,0,0,4,10,0,0,646
1644,27,Bachelor,Single,70515,0,0,6,4,0,0,634
36,33,Bachelor,Married,18227,1,0,0,2,0,0,13
72,55,Bachelor,Married,69139,0,1,4,5,0,0,120
1341,38,Bachelor,Married,69109,0,0,6,7,1,0,608
1413,58,Bachelor,Single,69627,0,1,8,11,0,0,547
2875,42,Bachelor,Married,38136,1,0,3,2,1,0,42
53,74,PhD,Single,62159,0,0,6,10,0,0,353
882,57,Bachelor,Single,80695,0,0,5,5,0,0,1306
1333,49,Master,Single,33316,1,1,2,4,0,0,36
2641,52,Bachelor,Married,58554,1,1,8,6,0,0,130
502,28,Diploma,Married,17256,1,0,2,2,1,0,26
1904,46,Bachelor,Divorced,53034,1,1,6,7,0,0,226
2036,70,Master,Married,52203,0,0,8,11,0,0,315
2588,43,Master,Divorced,59601,0,1,2,7,1,0,76
2770,62,Master,Single,75154,0,1,6,6,0,0,375
2321,44,Bachelor,Single,47025,0,1,6,5,0,0,135
209,47,Bachelor,Married,37971,1,0,1,3,0,0,16
99,52,Master,Divorced,41335,1,0,4,4,0,0,56
2056,62,Bachelor,Married,67267,0,1,3,5,0,0,85
927,45,Bachelor,Single,57338,0,1,4,5,0,0,69
629,60,Master,Married,50523,1,1,2,4,0,0,32
2507,55,Master,Single,35791,1,1,1,3,0,0,5
2376,60,PhD,Divorced,50611,0,1,4,7,1,0,30
1434,51,PhD,Married,56242,0,1,8,11,0,0,186
2675,60,Bachelor,Single,48904,0,1,7,4,0,0,48
1978,45,Bachelor,Single,56243,1,1,4,8,0,0,39
2361,35,Bachelor,Married,21355,1,0,2,2,1,0,27
1117,49,Master,Married,57420,0,1,5,6,1,0,18
1636,65,Master,Divorced,46390,0,1,4,3,0,0,80
2632,64,Master,Married,54342,1,1,3,4,0,0,55
1633,47,Bachelor,Married,20895,1,0,2,3,0,0,23
439,72,Bachelor,Married,92344,0,0,5,5,1,0,769
1231,44,Master,Married,26907,1,1,1,3,0,0,8
1548,40,Bachelor,Married,44964,1,1,1,3,0,0,20
1505,41,Bachelor,Married,75507,0,0,8,6,0,0,571
759,48,Master,Married,53761,1,1,4,3,0,0,89
1553,47,Bachelor,Married,22682,1,0,2,4,0,0,47
2845,48,PhD,Married,38887,1,0,1,3,0,0,14
3025,45,Master,Single,41658,1,1,1,2,0,0,31
3018,48,PhD,Married,29791,1,0,2,3,0,0,6
2633,64,Master,Married,63915,0,1,6,12,0,0,152
2564,46,Bachelor,Divorced,39996,1,1,1,2,0,0,3
2041,48,Bachelor,Divorced,26759,1,0,2,3,0,0,27
1028,52,Master,Divorced,63841,0,1,9,9,0,0,135
2552,51,PhD,Married,51039,1,1,6,4,0,0,208
1765,59,Bachelor,Married,60544,1,1,5,5,0,0,48
1562,48,Bachelor,Married,65685,0,1,9,9,0,0,63
1816,67,Bachelor,Married,37716,0,1,4,3,0,0,48
210,63,Bachelor,Single,36864,0,1,5,4,0,0,61
1280,50,Master,Married,44511,1,0,8,8,0,0,186
2016,53,PhD,Married,36947,1,1,3,4,0,0,28
662,69,Master,Married,47352,0,1,6,5,0,0,132
1582,67,Master,Married,67087,0,1,7,8,0,0,387
419,70,Bachelor,Married,57045,0,1,4,9,0,0,128
547,67,PhD,Divorced,36957,1,1,3,2,0,0,20
2490,43,PhD,Married,69389,0,1,7,12,0,0,314
640,48,Bachelor,Married,80134,1,0,5,6,1,0,392
1827,51,Master,Married,43142,1,1,1,2,0,0,10
2015,76,Bachelor,Married,80589,0,0,5,5,1,0,855
606,30,Bachelor,Single,34412,1,0,5,3,0,0,66
1994,41,Bachelor,Single,57537,1,0,4,8,0,0,246
2438,54,Diploma,Married,22634,0,0,2,2,0,0,42
2485,72,Bachelor,Married,51315,0,0,2,5,0,0,83
